,index,Name1,Name2,Street1,Street2,City,State,Zip,Phone,Intake1,Intake2,Intake1a,Intake2a,Service_code_info,lat,long
3095,3191,Cognitive Development Centers,Phoenix Family Life Centers,3683 South 1st Street,,Jena,LA,71342,318-992-2263,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO DV TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * AOT COOT FPSY ICM CM IPC SPS,31.62360662122905,-92.13313006983239
3096,3192,Imperial Calcasieu Human Services,Authority Jefferson Davis,437 North Market Street,,Jennings,LA,70546,337-246-7325,,,,,SA MH SUMH * OP * CMHC * HALOP ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT IDD IPT TELE AIM * LCCG * MHC * CMHG CSBG MC MD MI PI SF SI SMHA * PA * CO TRMA PTSD SED SMI * STU * HIVT TBS MST * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * DEC IMR CM SPS,30.232268940526318,-92.65979696684211
3097,3193,Rehab of SW LA LLC,Jennings,203 East Academy Avenue,2nd Level Suites,Jennings,LA,70546,337-824-1255,,,,,MH SUMH * OP * CMHC * ANTPYCH * IPT TELE * CIT PEOFF * PVTP * MD * TAY SE GL CO DV TRMA PEFP PTSD SED SMI * SMPD * CHLD YAD ADLT SNR * VPPD * PRS CM SPS,30.232268940526318,-92.65979696684211
3098,3194,Abrom Kaplan Memorial Hospital,Behavioral Health Unit,1310 West 7th Street,,Kaplan,LA,70548,337-643-6009,,,,,SA MH * HI * IPSY * HALOP PROCH LURAS OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IDD IPT TELE AIM * PEON * PVTN * MC MD PI SF * SE SMI * STU * MST LABT * TCC * SMON * ADLT SNR * AH * VAPN * CM SPS,29.998138580508478,-92.2930660029661
3099,3195,Beacon Behavioral Hospital,Northshore,64026 Highway 434,Suite 300,Lacombe,LA,70445,985-882-0226,,866-446-2491,,,SA MH * HI * PSY * NRT * AT CBT CFT GT IDD IPT * PEON * PVTP * MC MD PI SF SI * SE CO ALZ * STU * SMON * ADLT SNR * AH * VAPN * FPSY CM SPS ES,30.326931136448597,-89.9276263635514
3100,3196,Alexandria VA Healthcare System,Lafayette Community Based Outpatient,309 Saint Julien Avenue,,Lafayette,LA,70506,337-706-3415,337-706-1940,,,,SA MH SUMH * OP * VAHC * NRT NSC ANTPYCH * CBT CFT GT IPT TELE * FED VAMC * PI VAF * SE VET CO TRMA PTSD SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * VAPN * FPSY IMR SH VRS SPS ES,30.205402768285282,-92.06648925553868
3101,3197,Dr Joseph Henry Tyler Jr BH Clinic,,302 Dulles Drive,,Lafayette,LA,70506,337-262-4100,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON WI * LCCG * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * CO SED SMI * STU * HIVT STDT TBS MST HBT LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR CM SPS ES,30.205402768285282,-92.06648925553868
3102,3198,Genesis Outpatient Services,Lafayette,847 Stewart Street,,Lafayette,LA,70501,337-237-4673,,,,,SA MH SUMH * HI OP PHDT * PH * CHLOR HALOP LOXAP PERPH THIOT ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT GT IDD IPT TELE * CIT PEON * PVTP * MC MD PI SF * SE CO SMI * HIVT STDT TBS MST HBT HCT LABT * PEER * SMPD * YAD ADLT SNR * VPPD * COOT CM SPS ES,30.235845330882352,-92.00830633954249
3103,3199,Louisiana Behavioral Health Services,Phoenix Family Life Centers,222 Rue De Jean,,Lafayette,LA,70508,337-456-7880,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO DV TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * AOT COOT FPSY ICM CM IPC SPS,30.155800055684757,-92.03161405
3104,3200,Resource Management Services,,200 Energy Parkway,,Lafayette,LA,70508,337-261-8781,,,,,MH * OP * OMH * ANTPYCH * PVTP * MC MD PI SF * SMPD * CHLD YAD ADLT SNR * AH * VAPN * PRS,30.155800055684757,-92.03161405
3105,3201,Calcasieu Oaks Behavioral Hospital,,2837 Ernest Street,Suite A,Lake Charles,LA,70601,337-439-8111,,337-513-9293,,,SA MH SUMH * HI * PSY * CHLOR FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT * CIT PEON * PVTN * MC MD MI PI SF SI VAF * SE GL VET ADM MF CO HV TRMA PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMPD * YAD ADLT SNR * AH * VPPD * DEC FPSY CM SPS,30.226805792829705,-93.20531099551856
3106,3202,Family and Youth Csl Agency,,220 Louie Street,,Lake Charles,LA,70601,337-436-9533,,,,,MH * OP * OMH * CBT CFT GT IPT TELE * PVTN * CLF FG OSF PI PCF SCJJ SF * CJ DV * SMON * CHLD YAD ADLT SNR * VAPN * FPSY CM SPS ES,30.226805792829705,-93.20531099551856
3107,3203,Rehab Services of SW LA,,751 Bayou Pines East Drive,Suite C,Lake Charles,LA,70601,337-433-3292,,,,,MH SUMH * OP * CMHC * ANTPYCH * IPT TELE * CIT PEOFF * PVTP * MD * TAY SE GL CO DV TRMA PEFP PTSD SED SMI * SMPD * CHLD YAD ADLT SNR * VPPD * PRS CM SPS,30.226805792829705,-93.20531099551856
3108,3204,Resource Management Services,,1333 Common Street,,Lake Charles,LA,70601,337-437-4014,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT GT IPT TELE AIM * PVTP * MC MD PI SF VAF * TAY SE GL VET CO PTSD SED SMI * SMPD * CHLD YAD ADLT SNR * AH * VAPN * PRS,30.226805792829705,-93.20531099551856
3109,3205,Louisiana Behavioral Health Services,Cognitive Development Centers,1700 Lake Street,,Lake Providence,LA,71254,318-559-0551,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO DV TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * AOT COOT FPSY ICM CM IPC SPS,32.80490491923077,-91.18978259102563
3110,3206,River Parishes Treatment Center,,1809 West Airline Highway,,La Place,LA,70068,985-652-8444,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH THIOT THIOR TRIFL ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * PEON WI * LCCG * CMHG MC MD PI SF SI * PA SS * CO SED SMI * STU * HIVT TBS MST HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY IMR CM IPC SPS ES,30.071873269325156,-90.48621141993864
3111,3207,Caring Choices of Leesville,,105 Belview Road,,Leesville,LA,71446,337-238-6431,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP THIOT ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NSC ANTPYCH * CBT CFT EMDR GT IDD IPT TELE AIM * CIT PEOFF * STG * FQHC MHC * CMHG CSBG FG MC MD MI OSF PI SF SI SMHA * STU * HIVT TBS * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY IMR CM SPS ES,31.135402520588237,-93.22500785610859
3112,3208,Louisiana Behavioral Health Services,Phoenix Family Life Centers,1112 Nolan Trace,Suite B,Leesville,LA,71446,337-404-7731,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO DV TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * AOT COOT FPSY ICM CM IPC SPS,31.135402520588237,-93.22500785610859
3113,3209,Beacon Behavioral Hospital,,2471 Louisiana Avenue,,Lutcher,LA,70071,225-258-6103 x105,225-258-6103 x101,985-882-2680,,,SA MH SUMH * HI * PSY * CHLOR HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT GT IDD IPT AIM * CIT PEON * PVTP * MC MD MI PI SF VAF * SE CO ALZ SMI * STU * HIVT STDT TBS MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * DEC IMR CM SPS ES,30.045800184146337,-90.69951690487804
3114,3210,Compass Behavioral Center,Mamou,1510 Napoleon Street,,Mamou,LA,70554,337-468-2333,337-269-7170,,,,SA MH SUMH * OP * OMH * FLUPH HALOP PERPH ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT CBT DBT GT IPT TELE AIM * PVTP * MC MD PI * STU * SMPD * YAD ADLT SNR * VPPD * COOT CM,30.633634735,-92.429508522
3115,3211,Savoy Medical Ctr New Horizons,,1610 7th Street,,Mamou,LA,70554,337-468-0110,337-468-0482,,,,SA MH SUMH * HI PHDT * IPSY * CHLOR DROPE FLUPH HALOP ARIPI ASENA CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IPT AIM * PEON WI * LCCG * MC MD PI SF * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMPD * YAD ADLT SNR * VAPN,30.633634735,-92.429508522
3116,3212,Florida Parishes Human Servs Authority,Mandeville Behavioral Health Clinic,900 Wilkinson Street,,Mandeville,LA,70448,985-543-4730,985-624-4450,,,,SA MH SUMH * OP * CMHC * HALOP CLOZA OLANZ OLANZF PALIP RISPE NRT ANTPYCH * CBT CFT DBT GT IDD IPT TELE * STG * MC MD MI PI SF * PA SS * SE CO PEFP SMI * STU * HIVT MST * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * AOT COOT SEMP CM SPS,30.37259130375587,-90.05747963333334
3117,3213,Northlake Behavioral Health System,,23455 Sparrow Road,,Mandeville,LA,70448,985-626-6300,,,,,SA MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP LOXAP ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * PVTN * MC MD MI OSF PI SF SI SMHA SWFS * PA SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA PEFP PTSD SED SMI * STU * MST LABT * HS PEER * TCC * SMPD * CHLD YAD ADLT * AH * VAPN * COOT DEC FPSY SH CM IPC SPS ES,30.37259130375587,-90.05747963333334
3118,3214,A Center for Hope and Change Inc,,219 Washington Street,,Mansfield,LA,71052,318-673-9901,,,,,MH SUMH * OP * OMH * CLOZA OLANZ OLANZF RISPE ANTPYCH * CBT CFT DBT GT IPT TELE * CIT PEOFF * PVTP * MHC * MD SF * PA SS * TAY SE GL CO DV TRMA PEFP SED SMI * PEER * SMON * CHLD YAD ADLT SNR * VAPN * COOT FPSY ICM PRS CM SPS,32.04625145042589,-93.63563493764906
3119,3215,Caring Choices of Marksville,,694 Government Street,,Marksville,LA,71351,318-253-9638,,,,,SA MH SUMH * OP * CMHC * HALOP ARIPI OLANZ QUETI RISPE ZIPRA NRT ANTPYCH * CBT DBT IDD IPT TELE AIM * CIT * STG * MC MD PI SF * STU * TBS MST LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM DEC FPSY IMR LAD PRS VRS CM SPS ES,31.14109852889518,-92.08217784815865
3120,3216,Eleanor Health Metairie,,3901 Houma Boulevard,Suite 404,Metairie,LA,70006,225-416-5056,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTP * MC MD PI SF * SS * GL * STU * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * DEC FPSY CM,30.0134832375708,-90.19198258156074
3121,3217,Minden Behavioral Health Clinic,,502 Nella Street,,Minden,LA,71055,318-371-3001,,,,,SA MH SUMH * OP * OMH * FLUPH HALOP PERPH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT EMDR GT IDD IPT TELE AIM * STG * CMHG MC MD MI PI SF SI SMHA * PA SS * TAY CO TRMA PTSD SED SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT IPC SPS,32.63178877382114,-93.28442482666667
3122,3218,Center for Children and Families Inc,,622 Riverside Drive,,Monroe,LA,71201,318-398-0945,,,,,MH SUMH * OP * OMH * CBT CFT EMDR GT IPT TELE * CIT PEOFF * PVTN * MD OSF PI PCF SCJJ SF * CJ TRMA PTSD SED * SMON * CHLD YAD * SP * VAPN * COOT FPSY PRS CM SPS ES,32.523665836725144,-92.10638246245614
3123,3219,Cognitive Development Centers,,4951 Central Avenue,,Monroe,LA,71203,318-340-1535,,318-340-1537,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * PVTP * MD SCJJ SEF SWFS * TAY SE CO SMI * STU * SMPD * CHLD YAD ADLT SNR * VAPN * FPSY PRS VRS CM SPS,32.551271716102846,-92.03860495818674
3124,3220,Cypress Grove Behavioral Health,,414 Pine Street,,Monroe,LA,71201,318-699-8819,,,,,MH SUMH * OP * OMH * ANTPYCH * CBT GT IPT * PVTP * MC PI SI * SE VET CO TRMA PEFP PTSD * SMPD * YAD ADLT SNR * VAPN * ACT AOT CM IPC SPS,32.523665836725144,-92.10638246245614
3125,3221,Freedom Behavior Health,,4402 Sterlington Road,,Monroe,LA,71203,318-966-4686,318-966-6395,,,,SA MH SUMH * HI OP * PSY * HALOP ARIPI CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT * PVTP * MC MD MI PI SF SI * SE CO TRMA ALZ PTSD * STU * TCC * SMON * ADLT SNR * CDM DEC FPSY IMR PRS CM IPC SPS,32.551271716102846,-92.03860495818674
3126,3222,NE Delta Human Services Authority,Monroe Behavioral Health Center,4800 South Grand Street,,Monroe,LA,71202,318-362-3339,,,,,SA MH SUMH * OP * OMH * NRT NSC * CBT EMDR GT IDD IPT TELE AIM * STG * CMHG MC MD MI PI SF SI * PA SS * TAY SE GL VET ADM MF CO HV DV TRMA ALZ PED PEFP PTSD SED SMI * STU * HIVT STDT TBS * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY CM IPC SPS ES,32.457513082722514,-92.08797643298429
3127,3223,Ochsner LSU Health Monroe,,4864 Jackson Street,,Monroe,LA,71202,318-330-7000 x7507,318-330-7000,,,,MH SUMH * HI * IPSY * FLUPH HALOP ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT GT IPT TELE AIM * PEON WI * PVTN * MC MD MI OSF PI SF SI VAF * SE CO SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC LAD CM SPS,32.457513082722514,-92.08797643298429
3128,3224,Rehab Services of NE LA LLC,,4306 South Grand Street,,Monroe,LA,71202,318-324-5441,,,,,MH SUMH * OP * OMH * ANTPYCH * CBT DBT IPT TELE * CIT * PVTP * MD * TAY SE GL TRMA PTSD SED SMI * STU * SMPD * CHLD YAD ADLT SNR * VAPP * FPSY PRS SPS,32.457513082722514,-92.08797643298429
3129,3225,Ochsner St Mary BHU,,1125 Marguerite Street,,Morgan City,LA,70380,985-380-4515,,,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP PROCH ARIPI CLOZA OLANZ OLANZF QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IPT * PEON * PVTN * CLF CMHG CSBG MC MD OSF PI SEF SF SI SMHA SWFS * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * YAD ADLT SNR * AH SP NX FX * F4 F17 F19 F25 F28 F30 F31 F35 F36 F37 F42 F43 F47 F66 F67 F70 F81 F92 N24 * VAPN * CDM DEC IMR PRS CM,29.69748100697674,-91.1940034005814
3130,3226,St Mary Behavioral Health Center,,500 Roderick Street,Suite B,Morgan City,LA,70380,985-380-2460,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH THIOT THIOR TRIFL ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * PEON WI * LCCG * CMHG * PA SS * CO SED SMI * STU * HIVT TBS MST HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * CDM COOT DEC FPSY IMR CM IPC SPS ES,29.69748100697674,-91.1940034005814
3131,3227,Natchitoches Regional Medical Center,Insights Behavioral Hospital,501 Keyser Avenue,,Natchitoches,LA,71457,318-214-4380,318-214-4200,,,,MH SUMH * HI OP PHDT * PSY * FLUPH HALOP TRIFL ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CFT GT IDD IPT TELE AIM * PVTN * MC MD PI SF SI * SE GL VET CO HV DV TRMA TBI ALZ PTSD * STU * MST LABT * TCC * SMON * ADLT SNR * AH * VAPN * CDM DEC FPSY LAD CM IPC SPS ES,31.754931450736844,-93.08945698463157
3132,3228,North Louisiana Human Services,District,210 Medical Drive,,Natchitoches,LA,71457,318-357-3122,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP CLOZA PALIP QUETI RISPE NSC ANTPYCH * CBT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * STG * FQHC * CMHG CSBG MC MD OSF PI SF SI SMHA * PA * TAY SE CO HV PEFP PTSD SMI * STU * LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT CM IPC SPS ES,31.754931450736844,-93.08945698463157
3133,3229,Rehab of Cenla,Natchitoches,430 Dixie Plaza,,Natchitoches,LA,71457,318-675-0804,318-357-9009,,,,MH SUMH * OP * OMH * BREXP OLANZ PALIP RISPE ANTPYCH * IPT TELE * CIT PEON PEOFF * PVTP * FQHC * MD * TAY SE GL VET ADM MF CJ CO HV DV TRMA PED PEFP SED SMI * PEER * SMOP * CHLD YAD ADLT SNR * VAPP * ACT ICM PRS CM IPC SPS,31.754931450736844,-93.08945698463157
3134,3230,Genesis Outpatient Services,New Iberia,1217 Adrian Street,,New Iberia,LA,70560,337-367-4673,,,,,SA MH SUMH * OP PHDT * OMH * CHLOR HALOP LOXAP ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT GT IPT TELE AIM * CIT PEON * PVTP * MC MD PI SF * SMPD * YAD ADLT SNR * VPPD,29.991846260149575,-91.83947160331196
3135,3231,New Iberia,Behavioral Health Clinic,611 West Admiral Doyle Drive,,New Iberia,LA,70560,337-373-0002,,,,,SA MH SUMH * OP * HALOP LOXAP ARIPI CLOZA OLANZ QUETI RISPE ANTPYCH * CFT IPT TELE * CIT * LCCG * CMHG ITU MC MD MI OSF PI SF SI SMHA SWFS * PA SS * SED SMI * STU * TBS * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * SPS,29.991846260149575,-91.83947160331196
3136,3232,Childrens Hospital Behavioral Health,,200 Henry Clay Avenue,Building 10,New Orleans,LA,70118,504-899-9511,504-896-6673,,,,MH * HI OP * IPSY * CHLOR HALOP PROCH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE NRT ANTPYCH * AT CBT CRT CFT DBT GT IPT TELE AIM * PEON * PVTN * MC MD PI SCJJ SF SI SMHA SWFS * TRMA PED SED * STU * HIVT STDT TBS MST LABT * TCC * SMON * CHLD * AH * VAPN * DEC CM IPC,29.95211037811966,-90.12118887897435
3137,3233,Metropolitan Human Services District,Algiers Behavioral Health Center,3100 General DeGaulle Drive,Suites A and B,New Orleans,LA,70114,504-568-3130,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT GT IDD IPT TELE AIM * CIT PEOFF WI * STG * CMHG CSBG MC MD OSF SI SMHA * PA * TAY CO TRMA SED SMI * STU * HIVT TBS HCT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT LAD SEMP SH VRS CM IPC SPS,29.93637531155867,-90.03242307758318
3138,3234,Metropolitan Human Services District,Central City Behav Hlth Ctr,2221 Philip Street,,New Orleans,LA,70113,504-568-3130,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT GT IDD IPT TELE AIM * CIT PEOFF WI * STG * CMHG CSBG MC MD OSF SI SMHA * PA * CO TRMA SMI * STU * HIVT TBS HCT * HS PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT LAD SEMP SH VRS CM IPC,29.94409646392405,-90.08191397025317
3139,3235,Metropolitan Human Services District,Chartres Pontchartrain BH Center,719 Elysian Fields Avenue,,New Orleans,LA,70117,504-568-3130,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEOFF WI * STG * CMHG CSBG MC MD OSF SI SMHA * PA * TAY CO TRMA SED * STU * HIVT TBS HCT * HS PEER * TCC * SMON * CHLD YAD * AH * VAPN * COOT FPSY LAD SEMP SH VRS CM IPC SPS,29.969398656466304,-90.03531045391621
3140,3236,Metropolitan Human Services District,New Orleans E Behavioral Health Center,5630 Read Boulevard,2nd Floor,New Orleans,LA,70127,504-568-3130,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT GT IDD IPT TELE AIM * CIT PEOFF WI * STG * CMHG CSBG MC MD OSF SI SMHA * PA * TAY SE CO TRMA SED SMI * STU * HIVT TBS HCT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT LAD SEMP SH VRS CM IPC SPS,30.03091492668919,-89.98002448547298
3141,3237,NAMI New Orleans,National Alliance on Mental Illness,1538 Louisiana Avenue,,New Orleans,LA,70115,504-896-2345,,,,,MH SUMH * OP * MSMH * FLUPH HALOP ARIPI CLOZA OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT DBT GT IDD IPT TELE * CIT * PVTN * CMHG MC MD SMHA * PA * SMI * HS PEER * SMPD * YAD ADLT SNR * VPPD * FPSY ICM IMR PRS SH CM ES,29.927501227394636,-90.10195330957855
3142,3238,Southeast Louisiana VA HCS,New Orleans VA Outpatient Clinic,2400 Canal Street,,New Orleans,LA,70118,504-507-2000 x66010,504-507-2000 x65219,504-507-2000 x65220,,,SA MH * HI OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOR TRIFL NRT ANTPYCH * CBT EMDR GT IDD IPT TELE * CIT PEON WI * FED VAMC * VAF * GL VET ADM MF CO DV TRMA TBI ALZ PEFP PTSD SMI * STU * TBS LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F43 * VAPN * ACT FPSY PRS SEMP SH VRS SPS ES,29.95211037811966,-90.12118887897435
3143,3239,Imperial Calcasieu Human Services,Authority Allen Parish,402 Industrial Drive,,Oberlin,LA,70655,337-639-3001,,,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * STG * ITU MC MD MI PI SF SI SMHA * SS * TAY SE CO TRMA SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT CM,30.62522945913978,-92.74311995913979
3144,3240,Hardtner Medical Center,Life Phases Unit,1102 North Pine Road,,Olla,LA,71465,318-495-5302 x207,318-495-5302,318-495-3131 x318,,,SA MH SUMH * HI OP * IPSY * CHLOR FLUPH HALOP PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON WI * PVTN * MC MD MI PI SF SI VAF * TAY SE GL VET ADM MF CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * CDM FPSY PRS CM IPC SPS ES,31.902471780000003,-92.24710146888889
3145,3241,Opelousas Behavioral Health Clinic,,220 South Market Street,,Opelousas,LA,70570,337-948-0226,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOR ARIPI OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT IDD IPT TELE AIM * CIT * LCCG * MC MD PI SF * PA * TAY SE CO TRMA PTSD SED SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * VAPN * CDM FPSY CM SPS ES,30.530031221822544,-92.08613394172662
3146,3242,Lafourche Behavioral Health,,157 Twin Oaks Drive,,Raceland,LA,70394,985-537-6823,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH THIOT THIOR TRIFL ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * PEON WI * LCCG * CMHG * PA SS * CO SED SMI * STU * HIVT TBS MST HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY IMR CM IPC SPS ES,29.707359136342593,-90.59614473518518
3147,3243,Ochsner Saint Anne General Hospital,Behavioral Health,4608 Highway 1,,Raceland,LA,70394,985-537-6841,985-537-8292,,,,SA MH SUMH * HI * IPSY * CHLOR HALOP PROCH ARIPI CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IDD IPT TELE AIM * WI * PVTN * MC MD MI PI SF SI * GL CO PTSD SMI * STU * MST LABT * HS * TCC * SMON * YAD ADLT SNR * AH * VAPN * ACT CDM DEC FPSY IMR CM IPC SPS,29.707359136342593,-90.59614473518518
3148,3244,Center for Children and Families Inc,,114 Morgan Street,,Rayville,LA,71269,318-728-2000,,,,,MH SUMH * OP * OMH * CBT CFT EMDR GT IPT TELE * CIT PEOFF * PVTN * MD OSF PI PCF SCJJ SF * CJ TRMA PTSD SED * SMON * CHLD YAD * VAPN * COOT FPSY PRS CM SPS ES,32.45476214320558,-91.75841023414634
