index,Measure,12+,12-17,18-25,26+,18+,states
2224,Had Serious Thoughts of Suicide,0,0,110,219,329,Washington
2225,Made Any Suicide Plans,0,0,34,47,80,Washington
2226,Attempted Suicide,0,0,19,20,39,Washington
2228,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",679,54.0,157.0,467.0,624,Washington
2229,"Pain Reliever Use Disorder1,3",115,6.0,10.0,99.0,110,Washington
2230,"Opioid Use Disorder1,3,4",133,6.0,11.0,116.0,127,Washington
2231,Alcohol Use Disorder1,704,21.0,129.0,554.0,683,Washington
2232,"Substance Use Disorder1,2","1,183",65.0,213.0,904.0,"1,117",Washington
2233,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",562,46.0,143.0,373.0,516,Washington
2234,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,679,21.0,129.0,530.0,659,Washington
2235,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","1,061",51.0,199.0,811.0,"1,011",Washington
2237,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2","11,204",509,"2,400","8,295","10,695",West
2238,Marijuana Use in the Past Year,"14,483",751,"3,169","10,563","13,732",West
2239,Marijuana Use in the Past Month,"10,242",391,"2,236","7,615","9,851",West
2240,Perceptions of Great Risk from Smoking Marijuana Once a Month,"14,385","1,297","1,018","12,070","13,088",West
2242,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",832,234,343,256,599,West
2243,"Illicit Drug Use Other Than Marijuana in the Past Month1,2","2,455",107,364,"1,983","2,347",West
2244,Cocaine Use in the Past Year,"1,200",16,342,842,"1,184",West
2245,Perceptions of Great Risk from Using Cocaine Once a Month,"41,767","3,173","4,478","34,116","38,594",West
2246,Heroin Use in the Past Year5,0,0,11,188,199,West
2247,Perceptions of Great Risk from Trying Heroin Once or Twice,"53,263","3,616","6,159","43,488","49,647",West
2248,Methamphetamine Use in the Past Year,742,8,52,683,734,West
2249,Prescription Pain Reliever Misuse in the Past Year2,"2,040",116,265,"1,659","1,924",West
2250,"Opioid Misuse in the Past Year2,6","2,143",116,267,"1,761","2,027",West
2252,ALCOHOL Alcohol Use in the Past Month,"30,710",422,"3,774","26,515","30,288",West
2253,Binge Alcohol Use in the Past Month7,"13,811",250,"2,273","11,289","13,561",West
2255,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"30,936","2,746","3,296","24,895","28,191",West
2256,Alcohol Use in the Past Month8 (People Aged 12 to 20),"1,395",0,0,0,0,West
2257,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",802,0,0,0,0,West
2259,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"10,531",137,"1,221","9,173","10,395",West
2260,Cigarette Use in the Past Month,"8,641",112,860,"7,668","8,528",West
2261,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"47,365","4,108","5,199","38,058","43,257",West
2263,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,"2,744","11,643","14,387",West
2264,"Serious Mental Illness4,10",0,0,957,"2,717","3,674",West
2265,Received Mental Health Services11,0,0,"1,405","8,543","9,947",West
2266,"Major Depressive Episode4,12",0,"1,316","1,628","3,677","5,305",West
2267,Had Serious Thoughts of Suicide,0,0,"1,088","2,091","3,178",West
2268,Made Any Suicide Plans,0,0,385,492,877,West
2269,Attempted Suicide,0,0,232,196,428,West
2271,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2","6,054",472.0,"1,447","4,136","5,583",West
2272,"Pain Reliever Use Disorder1,3","1,084",68.0,109,906,"1,016",West
2273,"Opioid Use Disorder1,3,4","1,151",69.0,112,970,"1,083",West
2274,Alcohol Use Disorder1,"7,367",233.0,"1,228","5,906","7,134",West
2275,"Substance Use Disorder1,2","11,335",564.0,"2,063","8,708","10,771",West
2276,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7","5,081",364.0,"1,356","3,361","4,716",West
2277,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,"6,916",213.0,"1,224","5,478","6,703",West
2278,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","10,122",495.0,"1,970","7,657","9,627",West
2280,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",218,9,44,165,208,WestVirginia
2281,Marijuana Use in the Past Year,253,13,58,183,241,WestVirginia
2282,Marijuana Use in the Past Month,180,7,38,134,173,WestVirginia
2283,Perceptions of Great Risk from Smoking Marijuana Once a Month,339,34,14,292,306,WestVirginia
2285,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",17,5,7,4,12,WestVirginia
2286,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",58,2,8,47,55,WestVirginia
2287,Cocaine Use in the Past Year,27,0,5,22,27,WestVirginia
2288,Perceptions of Great Risk from Using Cocaine Once a Month,"1,088",64,105,919,"1,024",WestVirginia
2289,Heroin Use in the Past Year5,0,0,1,5,6,WestVirginia
2290,Perceptions of Great Risk from Trying Heroin Once or Twice,"1,293",77,131,"1,085","1,216",WestVirginia
2291,Methamphetamine Use in the Past Year,19,0,1,17,19,WestVirginia
2292,Prescription Pain Reliever Misuse in the Past Year2,49,3,6,41,47,WestVirginia
2293,"Opioid Misuse in the Past Year2,6",57,3,6,49,54,WestVirginia
2295,ALCOHOL Alcohol Use in the Past Month,499,9,84,406,491,WestVirginia
2296,Binge Alcohol Use in the Past Month7,231,5,45,181,226,WestVirginia
2298,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,648,49,62,537,599,WestVirginia
2299,Alcohol Use in the Past Month8 (People Aged 12 to 20),27,0,0,0,0,WestVirginia
2300,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",16,0,0,0,0,WestVirginia
2302,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,453,6,45,402,447,WestVirginia
2303,Cigarette Use in the Past Month,340,4,27,309,336,WestVirginia
2304,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,948,84,100,764,864,WestVirginia
2306,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,58,277,335,WestVirginia
2307,"Serious Mental Illness4,10",0,0,24,66,90,WestVirginia
2308,Received Mental Health Services11,0,0,38,236,274,WestVirginia
2309,"Major Depressive Episode4,12",0,24,33,93,126,WestVirginia
2310,Had Serious Thoughts of Suicide,0,0,26,42,68,WestVirginia
2311,Made Any Suicide Plans,0,0,9,6,15,WestVirginia
2312,Attempted Suicide,0,0,4,4,8,WestVirginia
2314,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",150.0,9.0,32.0,110.0,141.0,WestVirginia
2315,"Pain Reliever Use Disorder1,3",45.0,1.0,2.0,42.0,44.0,WestVirginia
2316,"Opioid Use Disorder1,3,4",49.0,1.0,2.0,46.0,49.0,WestVirginia
2317,Alcohol Use Disorder1,129.0,4.0,19.0,105.0,124.0,WestVirginia
2318,"Substance Use Disorder1,2",244.0,11.0,42.0,191.0,233.0,WestVirginia
2319,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",113.0,7.0,29.0,76.0,106.0,WestVirginia
2320,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,128.0,5.0,19.0,104.0,123.0,WestVirginia
2321,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",202.0,9.0,36.0,157.0,193.0,WestVirginia
2323,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",659,33,174,452,626,Wisconsin
2324,Marijuana Use in the Past Year,834,55,222,558,779,Wisconsin
2325,Marijuana Use in the Past Month,558,25,157,375,532,Wisconsin
2326,Perceptions of Great Risk from Smoking Marijuana Once a Month,"1,046",107,65,874,939,Wisconsin
2328,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",62,25,28,9,37,Wisconsin
2329,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",158,9,28,121,148,Wisconsin
2330,Cocaine Use in the Past Year,98,1,25,73,97,Wisconsin
2331,Perceptions of Great Risk from Using Cocaine Once a Month,"3,271",235,345,"2,692","3,037",Wisconsin
2332,Heroin Use in the Past Year5,0,0,1,14,15,Wisconsin
2333,Perceptions of Great Risk from Trying Heroin Once or Twice,"4,037",270,469,"3,298","3,767",Wisconsin
2334,Methamphetamine Use in the Past Year,33,0,4,29,33,Wisconsin
2335,Prescription Pain Reliever Misuse in the Past Year2,145,9,15,121,136,Wisconsin
2336,"Opioid Misuse in the Past Year2,6",149,9,15,125,140,Wisconsin
2338,ALCOHOL Alcohol Use in the Past Month,"2,880",46,373,"2,461","2,834",Wisconsin
2339,Binge Alcohol Use in the Past Month7,"1,305",25,244,"1,036","1,280",Wisconsin
2341,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"2,082",173,203,"1,706","1,910",Wisconsin
2342,Alcohol Use in the Past Month8 (People Aged 12 to 20),125,0,0,0,0,Wisconsin
2343,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",70,0,0,0,0,Wisconsin
2345,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,946,12,119,815,934,Wisconsin
2346,Cigarette Use in the Past Month,754,7,85,662,747,Wisconsin
2347,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"3,285",280,384,"2,621","3,005",Wisconsin
2349,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,225,858,"1,083",Wisconsin
2350,"Serious Mental Illness4,10",0,0,63,210,273,Wisconsin
2351,Received Mental Health Services11,0,0,139,732,871,Wisconsin
2352,"Major Depressive Episode4,12",0,89,113,293,406,Wisconsin
2353,Had Serious Thoughts of Suicide,0,0,77,153,231,Wisconsin
2354,Made Any Suicide Plans,0,0,30,34,64,Wisconsin
2355,Attempted Suicide,0,0,15,8,22,Wisconsin
2357,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",418.0,34.0,120.0,263.0,383.0,Wisconsin
2358,"Pain Reliever Use Disorder1,3",100.0,4.0,6.0,90.0,96.0,Wisconsin
2359,"Opioid Use Disorder1,3,4",105.0,5.0,6.0,95.0,100.0,Wisconsin
2360,Alcohol Use Disorder1,575.0,19.0,92.0,464.0,556.0,Wisconsin
2361,"Substance Use Disorder1,2",873.0,43.0,170.0,660.0,830.0,Wisconsin
2362,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",342.0,27.0,112.0,202.0,314.0,Wisconsin
2363,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,537.0,16.0,89.0,432.0,521.0,Wisconsin
2364,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",725.0,33.0,153.0,539.0,692.0,Wisconsin
2366,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",62,3,11,47,58,Wyoming
2367,Marijuana Use in the Past Year,84,4,16,63,80,Wyoming
2368,Marijuana Use in the Past Month,51,2,10,39,49,Wyoming
2369,Perceptions of Great Risk from Smoking Marijuana Once a Month,92,10,5,77,83,Wyoming
2371,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",5,1,2,1,4,Wyoming
2372,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",16,1,2,13,15,Wyoming
2373,Cocaine Use in the Past Year,7,0,2,5,6,Wyoming
2374,Perceptions of Great Risk from Using Cocaine Once a Month,314,24,33,258,290,Wyoming
2375,Heroin Use in the Past Year5,0,0,0,2,2,Wyoming
2376,Perceptions of Great Risk from Trying Heroin Once or Twice,393,28,43,323,365,Wyoming
2377,Methamphetamine Use in the Past Year,6,0,1,6,6,Wyoming
2378,Prescription Pain Reliever Misuse in the Past Year2,14,1,2,11,13,Wyoming
2379,"Opioid Misuse in the Past Year2,6",14,1,2,11,13,Wyoming
2381,ALCOHOL Alcohol Use in the Past Month,231,2,32,197,228,Wyoming
2382,Binge Alcohol Use in the Past Month7,106,2,20,85,105,Wyoming
2384,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,202,19,18,165,183,Wyoming
2385,Alcohol Use in the Past Month8 (People Aged 12 to 20),10,0,0,0,0,Wyoming
2386,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",7,0,0,0,0,Wyoming
2388,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,126,2,14,111,125,Wyoming
2389,Cigarette Use in the Past Month,98,1,9,88,97,Wyoming
2390,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,314,29,32,253,285,Wyoming
2392,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,19,94,113,Wyoming
2393,"Serious Mental Illness4,10",0,0,7,22,30,Wyoming
2394,Received Mental Health Services11,0,0,12,74,86,Wyoming
2395,"Major Depressive Episode4,12",0,11,12,32,44,Wyoming
2396,Had Serious Thoughts of Suicide,0,0,8,18,26,Wyoming
2397,Made Any Suicide Plans,0,0,2,3,5,Wyoming
2398,Attempted Suicide,0,0,1,2,3,Wyoming
2400,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",48.0,4.0,10.0,35.0,44.0,Wyoming
2401,"Pain Reliever Use Disorder1,3",8.0,0.0,1.0,7.0,7.0,Wyoming
2402,"Opioid Use Disorder1,3,4",8.0,0.0,1.0,7.0,7.0,Wyoming
2403,Alcohol Use Disorder1,60.0,3.0,10.0,48.0,57.0,Wyoming
2404,"Substance Use Disorder1,2",90.0,4.0,16.0,69.0,86.0,Wyoming
2405,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",35.0,2.0,10.0,23.0,32.0,Wyoming
2406,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,52.0,2.0,10.0,41.0,50.0,Wyoming
2407,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",73.0,3.0,15.0,55.0,70.0,Wyoming
